,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
4,0.9092463947783097,0.0,0.9047452934662237,0.0,0.9109029522188911,0.0,0.9109029522188911,0.0,0.9109029522188911,0.0,0.9109029522188911,0.0,0.9109029522188911,0.0,0.9109029522188911,0.0,0.9109029522188911,0.0,0.9109029522188911
7,0.915016731016731,0.0,0.9145066518847006,0.0,0.9227517198248906,0.0,0.9180081300813008,0.0,0.9180081300813008,0.0,0.9180081300813008,0.0,0.9180081300813008,0.0,0.9180081300813008,0.0,0.9180081300813008,0.0,0.9180081300813008
10,0.9316596897649531,0.0,0.9186733185513672,0.0,0.9234610917537747,0.0,0.9234610917537747,0.0,0.9234610917537747,0.0,0.9234610917537747,0.0,0.9234610917537747,0.0,0.9234610917537747,0.0,0.9234610917537747,0.0,0.9234610917537747
13,0.9207132718897425,0.0,0.9236008697296274,0.0,0.9282333741330069,0.0,0.928095238095238,0.0,0.928095238095238,0.0,0.928095238095238,0.0,0.928095238095238,0.0,0.928095238095238,0.0,0.928095238095238,0.0,0.928095238095238
16,0.9266098123240981,0.0,0.9330775664215972,0.0,0.9294366200960378,0.0,0.9287721682687952,0.0,0.9287721682687952,0.0,0.9287721682687952,0.0,0.9287721682687952,0.0,0.9287721682687952,0.0,0.9287721682687952,0.0,0.9287721682687952
19
,0.9334517766057191,0.0,0.9472967872812191,0.0,0.9261842429429079,0.0,0.9426143494793975,0.0,0.9426143494793975,0.0,0.9426143494793975,0.0,0.9426143494793975,0.0,0.9426143494793975,0.0,0.9426143494793975,0.0,0.9426143494793975
